text,cedis_code,cedis_complaint,domain,source,rule_applied
afib + RVR,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
seizure disorder,405,Seizure,Neurologic,silver,
poverdose tylenol,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
open fx L,557,Lower extremity injury,Orthopedic,silver,
SI with plan,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Left Buttocks Abscess,709,Localized swelling/redness,Skin,silver,
hand infection,709,Localized swelling/redness,Skin,silver,
"Obtunded, c/f overdose",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"Snowmobile trauma, mandibular fracture",999,Unknown,General and Minor,silver,
ingestion,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
thiracic spinal fxs,551,Back pain,Orthopedic,silver,
unstable spinal fructure,551,Back pain,Orthopedic,silver,
Neck / Head pain,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
"Sepsis unknown, heart failure",999,Unknown,General and Minor,silver,
laceration,704,Laceration/puncture,Skin,silver,
"complex tib fib fx, alcohol intoxication",751,Substance misuse/intoxication,Substance Misuse,silver,
complex fibl fb fx,999,Unknown,General and Minor,silver,
Stroke sx,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Acute myocardial infarction,3,Chest pain—cardiac features,Cardiovascular,silver,
vomiting blood,259,Vomiting blood,Gastrointestinal,silver,
"COPD, ulcer",999,Unknown,General and Minor,silver,
edema,9,"Edema, generalized",Cardiovascular,silver,
Cellulitis,709,Localized swelling/redness,Skin,silver,
"urine retention, osteomyelitis",306,Urinary retention,Genitourinary,silver,
back pain,551,Back pain,Orthopedic,silver,
severe sepsis,999,Unknown,General and Minor,silver,
NIV,999,Unknown,General and Minor,silver,
ABD Paint,251,Abdominal pain,Gastrointestinal,silver,
vomitinh,257,Nausea and/or vomiting,Gastrointestinal,silver,
CKDV,999,Unknown,General and Minor,silver,
sever anemia,864,Pallor/anemia,General and Minor,silver,
<PERSON> Trauma,802,Major trauma—blunt,Trauma,silver,
Skull fractures,407,Head injury,Neurologic,silver,
Diverticulitis,251,Abdominal pain,Gastrointestinal,silver,
Acute ETOH,751,Substance misuse/intoxication,Substance Misuse,silver,
alcohol withdrawal syndrome,753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
intractable vomiting,257,Nausea and/or vomiting,Gastrointestinal,silver,
"Snowmobile injury, suspected spinal injury",552,Traumatic back/spine injury,Orthopedic,silver,
Head Trauma Loc w/ AMS,407,Head injury,Neurologic,silver,
ETOH withdrawal,753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
Snow machine accident,802,Major trauma—blunt,Trauma,silver,
Unstabke cervical spine fracture,552,Traumatic back/spine injury,Orthopedic,silver,
"Hip Pain, Possible fracture",555,Lower extremity pain,Orthopedic,silver,
Hip fracture,555,Lower extremity pain,Orthopedic,silver,
Rib Pain,554,Upper extremity pain,Orthopedic,silver,
A Fib,5,Palpitations/irregular heart beat,Cardiovascular,silver,
EKG,859,Imaging tests,General and Minor,silver,
"ataxia , vertigo",406,Gait disturbance/ataxia,Neurologic,silver,
"hypothermia, cold injury",205,Hypothermia,Environmental,rule,HYPOTHERMIA
"<PERSON> pain, fever, tachycardia",852,Fever,General and Minor,silver,
hypertension,6,Hypertension,Cardiovascular,silver,
"<PERSON> pain, elevated BP",6,Hypertension,Cardiovascular,silver,
oral trauma SI,264,Anal/rectal trauma,Gastrointestinal,silver,
Failure to thrive,866,Minor complaints NOS,General and Minor,silver,
Alered LOC/ Hypoglycemia,854,Hypoglycemia,General and Minor,silver,
unstable cervical spine fracture,552,Traumatic back/spine injury,Orthopedic,silver,
cholerystitis,866,Minor complaints NOS,General and Minor,silver,
Choledocholithiasis,866,Minor complaints NOS,General and Minor,silver,
peritonsillar abscess,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
R Leg,999,Unknown,General and Minor,silver,
N/v concern for cholecystitis,257,Nausea and/or vomiting,Gastrointestinal,silver,
skull osteomyelitis,866,Minor complaints NOS,General and Minor,silver,
"assault, head injury",407,Head injury,Neurologic,silver,
pyelonephritis with suspected sepsis,866,Minor complaints NOS,General and Minor,silver,
"hypertension, generalized weakness, inability to walk, COVID positive",653,Cough/congestion,Respiratory,rule,COVID
L Ankle injury,557,Lower extremity injury,Orthopedic,silver,
Pneumothorax,866,Minor complaints NOS,General and Minor,silver,
Stab injury abd,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
Pain Right Thigh,555,Lower extremity pain,Orthopedic,silver,
suicidal thoughts and gesture,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
facial fracture,102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
AMS,402,Confusion,Neurologic,silver,
abnormal uterine bleeding,455,Vaginal bleed,OB/GYN,silver,
cephalgia,404,Headache,Neurologic,silver,
RLE Cellulitis,12,Unilateral reddened hot limb,Cardiovascular,silver,
"Eye injury trauma, alcohol intoxication",510,Eye trauma,Ophthalmology,silver,
MVC - vert fracture,552,Traumatic back/spine injury,Orthopedic,silver,
CHF exacerbation,7,General weakness,Cardiovascular,silver,
stab wound to chest,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
altered mental status,401,Altered level of consciousness,Neurologic,silver,
"Sepsis, pneumoni, hypoxia",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Broken arm,556,Upper extremity injury,Orthopedic,silver,
COVID + SOB,653,Cough/congestion,Respiratory,rule,COVID
Blood loss anemia,864,Pallor/anemia,General and Minor,silver,
"SOB, Covid+",653,Cough/congestion,Respiratory,rule,COVID
hip pain,555,Lower extremity pain,Orthopedic,silver,
Abnormal Uterine,455,Vaginal bleed,OB/GYN,silver,
Facial swelling/abscess,709,Localized swelling/redness,Skin,silver,
Cardiac,3,Chest pain—cardiac features,Cardiovascular,silver,
LLQ Pain,251,Abdominal pain,Gastrointestinal,silver,
Vision Loss,504,Visual disturbance,Ophthalmology,silver,
<DATE_TIME> live birth,869,Newly Born,General and Minor,silver,
Acute psychosis with SI,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
Acetaminophen overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Si / Head wound,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Stab wound R shoulder,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
L sided weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Lt knee injury,557,Lower extremity injury,Orthopedic,silver,
facial droop,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Stab wounds,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
R fibula and R tibia fracture,557,Lower extremity injury,Orthopedic,silver,
Possible Pneumonia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
pulmonary embolism,3,Chest pain—cardiac features,Cardiovascular,silver,
Acute cholecystitis,251,Abdominal pain,Gastrointestinal,silver,
"Hypotension, RLE weakness x2days",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
MVA injury,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
SOB / Suspect PNA,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
hypoxic respiratory failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
vomiting,257,Nausea and/or vomiting,Gastrointestinal,silver,
Hematemesis,259,Vomiting blood,Gastrointestinal,silver,
contractions/no pre natal care,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
heart block,999,Unknown,General and Minor,silver,
"Alleged assault, L ankle fx",557,Lower extremity injury,Orthopedic,silver,
RLQ pain/R/o ectopic,251,Abdominal pain,Gastrointestinal,silver,
ruptured ectopic,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Fx orbital floor,510,Eye trauma,Ophthalmology,silver,
PE,651,Shortness of breath,Respiratory,silver,
upper GI Bleed,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
"suicide attempt, intoxication",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"septic shock, ams",401,Altered level of consciousness,Neurologic,silver,
"hypoxia, confusion, ataxia",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
R Shoulder disclocation,556,Upper extremity injury,Orthopedic,silver,
intractable back pain,551,Back pain,Orthopedic,silver,
fish bone stuck in throat,106,Difficulty swallowing/dysphagia,ENT - Mouth/Throat/Neck,silver,
eye injury,510,Eye trauma,Ophthalmology,silver,
Gunshot wound L hand,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
sepsis,401,Altered level of consciousness,Neurologic,silver,
Seizures,405,Seizure,Neurologic,silver,
Incomplete abortion w/ hemorrage,455,Vaginal bleed,OB/GYN,silver,
"AMS, hip pain c/f fracture",401,Altered level of consciousness,Neurologic,silver,
<PERSON> stab wound,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
ATV Accident,802,Major trauma—blunt,Trauma,silver,
Toxic Alcohol Ingestion,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Severe range BP @ 29 <DATE_TIME> EOA,6,Hypertension,Cardiovascular,silver,
Fx femoral neck,557,Lower extremity injury,Orthopedic,silver,
tesricular,305,Scrotal pain and/or swelling,Genitourinary,silver,
MVC Fx,802,Major trauma—blunt,Trauma,silver,
"<PERSON>, hip pain from trauma",557,Lower extremity injury,Orthopedic,silver,
thermal injuries,705,Burn,Skin,silver,
"Fever, joint pain",852,Fever,General and Minor,silver,
L anckle fx,557,Lower extremity injury,Orthopedic,silver,
<PERSON> upper GI bleed w/severe anemia,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
GSW to head,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"epilepticus, intubated",405,Seizure,Neurologic,silver,
intra abd bleeding post MVC,802,Major trauma—blunt,Trauma,silver,
tension ptx,651,Shortness of breath,Respiratory,silver,
"fall, R hip pain, cannot sit for commercial flight, cannot bear weight",555,Lower extremity pain,Orthopedic,silver,
L hip pain,555,Lower extremity pain,Orthopedic,silver,
fx tib fib L,557,Lower extremity injury,Orthopedic,silver,
Left Leg Pain,555,Lower extremity pain,Orthopedic,silver,
"Pregnancy <DATE_TIME> HTN, N-V",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Possible compartment syndrome,709,Localized swelling/redness,Skin,silver,
avulsion of nose,155,Nasal trauma,ENT - Nose,silver,
upper abd pain,251,Abdominal pain,Gastrointestinal,silver,
Small bowel obstruction,251,Abdominal pain,Gastrointestinal,silver,
AS OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
overdese,752,Overdose ingestion,Substance Misuse,silver,
R/o stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
UGIB,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Intentional Overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
RU infection,154,URTI complaints,ENT - Nose,silver,
unresponsive,401,Altered level of consciousness,Neurologic,silver,
"Abdominal pain, pyelonephritis, sepsis",251,Abdominal pain,Gastrointestinal,silver,
Esophageal foreign body,265,Oral/esophageal foreign body,Gastrointestinal,silver,
"Head injury, confusion",407,Head injury,Neurologic,silver,
CVA,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
GI Bleed,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
scrotal,305,Scrotal pain and/or swelling,Genitourinary,silver,
facials swelling,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
PTA,107,Facial pain (non-traumatic/non-dental),ENT - Mouth/Throat/Neck,silver,
PNA/<PERSON>,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
foot infection,709,Localized swelling/redness,Skin,silver,
acute hemorrhage,151,Epistaxis,ENT - Nose,silver,
ASA overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Radial fracture with neuro compromise,556,Upper extremity injury,Orthopedic,silver,
SBO,251,Abdominal pain,Gastrointestinal,silver,
NSTEMI/SBO,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Possible septic R knee,558,Joint(s) swelling,Orthopedic,silver,
closed head injury,407,Head injury,Neurologic,silver,
altered mental status/Rt sided weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
GSW Abdomen,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
testicular torsion,305,Scrotal pain and/or swelling,Genitourinary,silver,
cellulitis,709,Localized swelling/redness,Skin,silver,
oxygen,651,Shortness of breath,Respiratory,silver,
Res. <PERSON>,999,Unknown,General and Minor,silver,
tachypnea,654,Hyperventilation,Respiratory,silver,
"RSV, hypoxia",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Possible aspiration,656,Respiratory foreign body,Respiratory,silver,
Left arm fracture,557,Lower extremity injury,Orthopedic,silver,
Cp new onset RBBB,3,Chest pain—cardiac features,Cardiovascular,silver,
neck pain,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
"AMS, labile BP",401,Altered level of consciousness,Neurologic,silver,
Fever/Dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
burns,705,Burn,Skin,silver,
Chest Pain,3,Chest pain—cardiac features,Cardiovascular,silver,
pROM,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
preterm rupture,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
"Appendicitis (unruptured), ovarian cyst",251,Abdominal pain,Gastrointestinal,silver,
Arm Fracture,556,Upper extremity injury,Orthopedic,silver,
L Shoulder deformity,556,Upper extremity injury,Orthopedic,silver,
R hip hematoma,716,Spontaneous bruising,Skin,silver,
HA vertigo severe sudden,403,Vertigo,Neurologic,silver,
"Head Injury, GCS",407,Head injury,Neurologic,silver,
appendicitis,251,Abdominal pain,Gastrointestinal,silver,
femur fc,557,Lower extremity injury,Orthopedic,silver,
Respiratory Distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
encephalopathy,402,Confusion,Neurologic,silver,
DKA,853,Hyperglycemia,General and Minor,silver,
renal failure,306,Urinary retention,Genitourinary,silver,
"CHF exacerbation, renal failure, COVID",653,Cough/congestion,Respiratory,rule,COVID
Acute stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
L knee infection,709,Localized swelling/redness,Skin,silver,
perforated bowel,251,Abdominal pain,Gastrointestinal,silver,
"AMS, renal failure",402,Confusion,Neurologic,silver,
"Gangrene, feet",709,Localized swelling/redness,Skin,rule,GANGRENE
Overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"MUA, Head Injury",407,Head injury,Neurologic,silver,
Metabolic Acidors,863,Abnormal lab values,General and Minor,silver,
symptomatic anemia,864,Pallor/anemia,General and Minor,silver,
"Renal insufficiency, Metabolic acidosis, severe anemia",863,Abnormal lab values,General and Minor,silver,
bladder obstruction,306,Urinary retention,Genitourinary,silver,
<PERSON> problem,359,Concern for patient's welfare,Mental Health,silver,
Gross hematuria w/ substantial drop in <NRP>,302,Hematuria,Genitourinary,silver,
R peritonsillar abscess,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
Possible Broken Jaw,102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
complex facial laceration,704,Laceration/puncture,Skin,silver,
ACS,3,Chest pain—cardiac features,Cardiovascular,rule,ACS
Sever ABD Pain,251,Abdominal pain,Gastrointestinal,silver,
overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
GSW arm,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
2nd degree burn to LLE,705,Burn,Skin,silver,
Weakness,7,General weakness,Cardiovascular,silver,
SOB/NSVT,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"<PERSON>, hyperK",863,Abnormal lab values,General and Minor,silver,
fracture,999,Unknown,General and Minor,silver,
Choladocholithiasis,251,Abdominal pain,Gastrointestinal,silver,
26yo G1P0 at <DATE_TIME> <DATE_TIME> weeks with prolonger PROM,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Abdominal Pain/ Pregnancy,251,Abdominal pain,Gastrointestinal,silver,
"G3P3 @ 38w2d, labor",458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
open <DATE_TIME> finger,704,Laceration/puncture,Skin,silver,
"new onset CHH, Afib with RVR",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
SI Pain,551,Back pain,Orthopedic,silver,
GSW L Chest,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
peritonsillar abcess,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
R eye Injury,510,Eye trauma,Ophthalmology,silver,
facial trauma,102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
crush injury LLE <DATE_TIME>,557,Lower extremity injury,Orthopedic,silver,
<PERSON> pain,551,Back pain,Orthopedic,silver,
"Pre-term Contraction, bleeding",458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
Gastroenteritis,254,Diarrhea,Gastrointestinal,silver,
prolonged rupture of labor at term,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
PTA,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
gangrene,709,Localized swelling/redness,Skin,rule,GANGRENE
New onset Afib,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
pneumatosis,999,Unknown,General and Minor,silver,
Suicidal Ideation,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
S2 with head trauma,407,Head injury,Neurologic,silver,
GSW abdomen,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
Alcoholic Ketoacidosis,999,Unknown,General and Minor,silver,
pre-eclampsia,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
ETOH / back pain,551,Back pain,Orthopedic,silver,
active seizures,405,Seizure,Neurologic,silver,
status epilepticus,405,Seizure,Neurologic,silver,
septic knee,558,Joint(s) swelling,Orthopedic,silver,
r/o CVA,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Depression SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Preterm ROM,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
Cholestasis of Pregnancy,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"pregnant , bleeding",455,Vaginal bleed,OB/GYN,silver,
acute pre term labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
covid pneumonia,651,Shortness of breath,Respiratory,rule,COVID_PNEUMONIA
Peritonsilar abcess,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
contractions/ <DATE_TIME> pregnanct,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
<DATE_TIME> w/ PPROM,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
hemoptysis,655,Hemoptysis,Respiratory,silver,
cancer,999,Unknown,General and Minor,silver,
coughing w Blood,655,Hemoptysis,Respiratory,silver,
WRC FAC,999,Unknown,General and Minor,silver,
"Testicular pain, r/o testicular torsion",305,Scrotal pain and/or swelling,Genitourinary,silver,
miscarriage,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Altered L.O.C,401,Altered level of consciousness,Neurologic,silver,
Fall from stationary vehicle,802,Major trauma—blunt,Trauma,silver,
cervical spinal fracture,552,Traumatic back/spine injury,Orthopedic,silver,
multiple stab wounds,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"L pneumothorax, SDH, IPH, SAH",802,Major trauma—blunt,Trauma,silver,
"hypoxia, RSV+",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"feer, abd pain",852,Fever,General and Minor,silver,
SAB,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
eyelid laceration,704,Laceration/puncture,Skin,silver,
abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
OD: Tranapol,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
overdose intentional,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
drank bleach,204,Chemical exposure,Environmental,silver,
Accidental ingestion of Lisinopril,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Finger injury,556,Upper extremity injury,Orthopedic,silver,
STEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
respiratory,651,Shortness of breath,Respiratory,silver,
Ruptured Appendicitis,251,Abdominal pain,Gastrointestinal,silver,
Possible COVID/SARS,653,Cough/congestion,Respiratory,rule,COVID
<PERSON> gangrene,709,Localized swelling/redness,Skin,rule,GANGRENE
pirulinate dislocation,999,Unknown,General and Minor,silver,
synocopal episode,8,Syncope/pre-syncope,Cardiovascular,silver,
acute liver failure,261,Jaundice,Gastrointestinal,silver,
"colitis, acute colovesical fistula",251,Abdominal pain,Gastrointestinal,silver,
contractions R/O labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
SI with Plan,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Skull Fructure,802,Major trauma—blunt,Trauma,silver,
septic elbow,558,Joint(s) swelling,Orthopedic,silver,
unable to move arms,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
epelicticus,405,Seizure,Neurologic,silver,
Preeclampsia,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
found unresponsive,401,Altered level of consciousness,Neurologic,silver,
neurologic deficit,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
ongioedema,657,Allergic reaction,Respiratory,silver,
Puncture wound,704,Laceration/puncture,Skin,silver,
fever abd pain,251,Abdominal pain,Gastrointestinal,silver,
A Flutter RVR,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
sepsis with COVID,653,Cough/congestion,Respiratory,rule,COVID
Ac appendicitis,251,Abdominal pain,Gastrointestinal,silver,
"seizure, fever",405,Seizure,Neurologic,silver,
"s/p trauma, maxilla fracture with lop laceration requiring repair under general anasthesia in OR",865,Post-operative complications,General and Minor,rule,POST_OP
withdrawal CIWA24,753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
Alcohol wdrwal,753,Substance withdrawal,Substance Misuse,silver,
"Abdominal pain, SMV thrombosis",251,Abdominal pain,Gastrointestinal,silver,
Physician eval,855,Direct referral for consultation,General and Minor,silver,
subdural hematoma,407,Head injury,Neurologic,silver,
NSTEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Ideation,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
End Stage liver,999,Unknown,General and Minor,silver,
Liver failure,999,Unknown,General and Minor,silver,
liver failure,999,Unknown,General and Minor,silver,
PPH/retained placenta/preeclampsice,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
pneumomediastinum,999,Unknown,General and Minor,silver,
ETOH / SI hanging attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Stab wound,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
R/O Septic Joint,558,Joint(s) swelling,Orthopedic,silver,
Sever cellulitis,708,Rash,Skin,silver,
vision loss / eye pain,504,Visual disturbance,Ophthalmology,silver,
Molar pregnany,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
pneumonia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
throat swelling,104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
laceration to neck,704,Laceration/puncture,Skin,silver,
Head Injury,407,Head injury,Neurologic,silver,
Title 47 - SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
pnuemothrax,999,Unknown,General and Minor,silver,
"Ischemic stroke, hypertensive emergency",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
BRBPR,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Decreased SPO2,651,Shortness of breath,Respiratory,silver,
3x febrile,852,Fever,General and Minor,silver,
shortness of breath,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
possible stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
pnemonia bronchitis,154,URTI complaints,ENT - Nose,silver,
Arterial Epistaxis,151,Epistaxis,ENT - Nose,silver,
Back pain,551,Back pain,Orthopedic,silver,
Assault,802,Major trauma—blunt,Trauma,silver,
Hypertension,6,Hypertension,Cardiovascular,silver,
palpitation,5,Palpitations/irregular heart beat,Cardiovascular,silver,
undifferentiated chest pain/dyspnea,3,Chest pain—cardiac features,Cardiovascular,silver,
"Pneumonia, confusion",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"labs, eval",863,Abnormal lab values,General and Minor,silver,
SVT,5,Palpitations/irregular heart beat,Cardiovascular,silver,
"ascites, pleural",263,Abdominal mass/distention,Gastrointestinal,silver,
fever in infant,852,Fever,General and Minor,silver,
Blood Diarhea,260,Blood in stool/melena,Gastrointestinal,silver,
fever infant,852,Fever,General and Minor,silver,
fever unknown origin,852,Fever,General and Minor,silver,
facial burn,705,Burn,Skin,silver,
Appendicitis,251,Abdominal pain,Gastrointestinal,silver,
toxic injestion,752,Overdose ingestion,Substance Misuse,silver,
central line,860,Medical device problem,General and Minor,silver,
Fever for <DATE_TIME>,852,Fever,General and Minor,silver,
"pre term child, resp distress",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Acute allergic reaction,657,Allergic reaction,Respiratory,rule,ALLERGIC_REACTION
hypo,854,Hypoglycemia,General and Minor,silver,
"weak, lethargic <DATE_TIME>",7,General weakness,Cardiovascular,silver,
Fever / Distress,852,Fever,General and Minor,silver,
"Unresponsive, drug overdose",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Bowel perforation gastric,259,Vomiting blood,Gastrointestinal,silver,
labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
burn,705,Burn,Skin,silver,
RLQ Pain,251,Abdominal pain,Gastrointestinal,silver,
Bleeding in trimester,455,Vaginal bleed,OB/GYN,silver,
Difficulty breathing,651,Shortness of breath,Respiratory,silver,
toxic ingestion,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
L prox tib/fib fx,557,Lower extremity injury,Orthopedic,silver,
Drug Overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
vaginal bleeding,455,Vaginal bleed,OB/GYN,silver,
hepatocellular failure,863,Abnormal lab values,General and Minor,silver,
Trauma,802,Major trauma—blunt,Trauma,silver,
Foreign body aspiration,656,Respiratory foreign body,Respiratory,silver,
MVC,802,Major trauma—blunt,Trauma,silver,
Influenza,154,URTI complaints,ENT - Nose,silver,
"Assault, head injury",407,Head injury,Neurologic,silver,
conjutivitis,506,"Red eye, discharge",Ophthalmology,silver,
fx,802,Major trauma—blunt,Trauma,silver,
ATV Trauma,802,Major trauma—blunt,Trauma,silver,
Ankle fracture (L),557,Lower extremity injury,Orthopedic,silver,
possible meningits/sepsis,999,Unknown,General and Minor,silver,
COVID/Pneumonia,653,Cough/congestion,Respiratory,rule,COVID
<PERSON> pain,866,Minor complaints NOS,General and Minor,silver,
fever <DATE_TIME>,852,Fever,General and Minor,silver,
SBO,999,Unknown,General and Minor,silver,
presumed viral resp. infection,154,URTI complaints,ENT - Nose,silver,
"finger laceration , fracture",704,Laceration/puncture,Skin,silver,
