text,cedis_code,cedis_complaint,domain,source,rule_applied
BIB GF for fall out of truck bed. pt struck head. NAD even respirations.,407,Head injury,Neurologic,silver,
Hosp D/C F/u bib Sister <PERSON> <PHONE_NUMBER>,855,Direct referral for consultation,General and Minor,silver,
f/u concussion,865,Post-operative complications,General and Minor,silver,
f/u comcussion,865,Post-operative complications,General and Minor,silver,
<DATE_TIME> female came in for an infection in the L foot pinky toe. Patient said she had an ingrown nail that she removed <DATE_TIME> days ago and pus started coming out <DATE_TIME> and started a red streak.,709,Localized swelling/redness,Skin,silver,
Red streak,709,Localized swelling/redness,Skin,silver,
other mental health problem,352,Anxiety/situational crisis,Mental Health,silver,
took 20 capsules of Clindamycin 150mg at about 10:15pm because she wanted to die.,752,Overdose ingestion,Substance Misuse,silver,
pt has been having si thoughts for some time now. took <PHONE_NUMBER> mg clindamycin tabs that had been prescribed to her for infection.,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
BIB air for report of assault. Pt has subQ wmphasime and wide spread brusing,802,Major trauma—blunt,Trauma,silver,
"alleged assault <DATE_TIME>, AK HP involved",999,Unknown,General and Minor,rule,ACUTE_RENAL_FAILURE_UNKNOWN
s/p assault,865,Post-operative complications,General and Minor,rule,POST_OP
"pt BIB guardian c/o R abd pain x <DATE_TIME>; imaging shows R ovarian abcess. ABX given in <LOCATION>. pt is A&Ox4, amulates with steady gait.",256,Groin pain/mass,Gastrointestinal,silver,
"ABD pain . Recent surgery on <DATE_TIME>. pt has increased pain with movement. Denies N/V/D, normal intake and output pt taking Doxycycline for infection, pt A&OX4, ambulated into the ED, <LOCATION> Village",865,Post-operative complications,General and Minor,silver,
Close Interval FV/Vaginal Laceration,455,Vaginal bleed,OB/GYN,silver,
"Outside for <DATE_TIME>, frostbite to extermities. Hypothermic",205,Hypothermia,Environmental,rule,HYPOTHERMIA
"possible seizures, altered mental status",405,Seizure,Neurologic,silver,
"BIBLM from <LOCATION> for further evaluation of AKI diagnosis, AMS post witnessed seizure <DATE_TIME>. Pt transfer d/t limited capabilities of previous facility. Pt A/O to self, responds to commands. Hx of BKA, bilat left wrsit ambupations.",405,Seizure,Neurologic,silver,
Fv after hospital discharge. Does report <DATE_TIME> backpain thats been ongoing X <DATE_TIME>.,852,Fever,General and Minor,silver,
"Upper abdominal pain, N/V",251,Abdominal pain,Gastrointestinal,silver,
Lower abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
"BIBA Guardian flight from <LOCATION> for adbominal pain. Pt given 0.5 of dilaudid, 4mg zofran and 25mg promethazine. Pt states she has no pain as of now. Pt is A&Ox4.",251,Abdominal pain,Gastrointestinal,silver,
s/p peritoneal carcinomatosis,865,Post-operative complications,General and Minor,rule,POST_OP
Ref: ongoing ascites evaluation for reaccumulation and possible paracentesis,263,Abdominal mass/distention,Gastrointestinal,silver,
"Pt c/o ""N/V/D x2 days. diarrhea >10 times <DATE_TIME>, not able to keep pills down, I just puked back up. Dry heaving noted in triage. RR even unlabored. Skin PWD.",254,Diarrhea,Gastrointestinal,silver,
<PERSON> swelling,709,Localized swelling/redness,Skin,silver,
"Flown in from <LOCATION> for swelling to R chest, shoulder secondary to cellulitis. Flight team also reports possible necrotizing fasciatis. Pt arrives alert, oriented, ambulatory. NAD.",709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
D/c Follow up bib mom <PERSON> <PHONE_NUMBER>,866,Minor complaints NOS,General and Minor,silver,
"agitation, hyperthermia, possible OD",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
MVA with head lacerations,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
thoughts of suicide,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Suicidal ideations,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
RLQ abd pain,251,Abdominal pain,Gastrointestinal,silver,
F/u ER,866,Minor complaints NOS,General and Minor,silver,
possible heart attack.,3,Chest pain—cardiac features,Cardiovascular,silver,
<DATE_TIME> male caled on-call stating lip and face start swelling up <DATE_TIME>.,657,Allergic reaction,Respiratory,silver,
Authorized in from <LOCATION> for chest pain. Had nitro this am 0400 and benadryl 50mg for lip swelling. Denies any cp at this time.,3,Chest pain—cardiac features,Cardiovascular,silver,
states l side pain-,251,Abdominal pain,Gastrointestinal,silver,
Follow up for recent discharge on <DATE_TIME> from inpatient for angina. No increased pain. Took asa 81mg this am 0600.,3,Chest pain—cardiac features,Cardiovascular,silver,
"<DATE_TIME> male came in for bump on head, pt was cutting wood in <DATE_TIME> and a log hit him in the head, he got knocked down but didn't come in to clinic. Patient came in c/o lump and pain on his right eye brow still.",407,Head injury,Neurologic,silver,
"Minor head injury: <DATE_TIME>, injury happened in <DATE_TIME>",407,Head injury,Neurologic,silver,
brought in by guardian after snow mobile accident <DATE_TIME> with concern for open right elbow fx.denies hitting head or other complaints. given 100mcg fentanyl in route and rocephin PTA.,557,Lower extremity injury,Orthopedic,silver,
F/u ORIF of R humerus fracture <DATE_OF_SERVICE> (Needs x-rays),859,Imaging tests,General and Minor,silver,
left elbow follow up,859,Imaging tests,General and Minor,silver,
"water bag broke at 7:30pm <DATE_TIME>, she is <DATE_TIME> and <DATE_TIME> gestation, more water came out <DATE_TIME>",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
fluid leaking from vagina <DATE_TIME> gestation,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Day 3 PP BP check,6,Hypertension,Cardiovascular,silver,
Postpartum b/p check,6,Hypertension,Cardiovascular,silver,
Patient was playing basketball at <DATE_TIME> and came down on right leg with deformity to right hip. Patient tearful and uncooperative with questioning. Mother at bedside.,802,Major trauma—blunt,Trauma,silver,
"f/u R hip hematoma , need repeat CBC, CMP, and INR draw",863,Abnormal lab values,General and Minor,silver,
"increased bp, dizziness.",6,Hypertension,Cardiovascular,silver,
will discuss w/ provider,866,Minor complaints NOS,General and Minor,silver,
"Authorized in from <LOCATION>, ATV accident <DATE_TIME>, head injury, headache (Resolved) abrasions to bridge of nose. some confusion still",407,Head injury,Neurologic,silver,
"1) possible closed left fracture left clavicle, 2) minor head injury",407,Head injury,Neurologic,silver,
"crash with ATV 4 wheeler, don't know how she fly, don't know how she crash. had <DATE_TIME> sister with her. She cannot move left arm due to painful shoulder",407,Head injury,Neurologic,silver,
atv accident with some confusion after and left shoulder pain. pt alert and ortiented on arrival with left arm in sling with obvious deformity to left collar bone area,407,Head injury,Neurologic,silver,
"follow up post MVC, fx left clavicle",407,Head injury,Neurologic,silver,
follow up left clavicle injury,407,Head injury,Neurologic,silver,
Mother brings in <DATE_TIME> female for sore throat and fever.,154,URTI complaints,ENT - Nose,silver,
viral pharyngitis,154,URTI complaints,ENT - Nose,silver,
sore throat and right ear ache,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
"having vomiting, fast heartbeat, dizziness",257,Nausea and/or vomiting,Gastrointestinal,silver,
vomiting mild dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
pt brought in by ems. pt was in SVT in village. converted by medevac team with 6mg adenosine.,5,Palpitations/irregular heart beat,Cardiovascular,silver,
Sore throat/earache,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
attempted to hang self,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Musculoskeletal Pain: Closed Fracture,866,Minor complaints NOS,General and Minor,silver,
<DATE_TIME> male C/O snow machine accident,802,Major trauma—blunt,Trauma,silver,
"auth from <LOCATION> c/o L Leg pain, upon arrival, pt had seizure & became unresponsive",405,Seizure,Neurologic,silver,
mom <PERSON><PHONE_NUMBER> CO here for Hosp D/C F/U,855,Direct referral for consultation,General and Minor,silver,
Splint ck L tibia,858,Cast check,General and Minor,silver,
"fx left lower leg, pt's mom requesting extension of pain meds.",861,Prescription/medication request,General and Minor,silver,
recheck broken left leg. snow go,858,Cast check,General and Minor,silver,
body aches and fever.,852,Fever,General and Minor,silver,
Medivac to <LOCATION> for blood pressure loss,401,Altered level of consciousness,Neurologic,silver,
"Authorized in from <LOCATION>, for <DATE_TIME> now n/v/d, then <DATE_TIME> weakness and hypotension. Was given 4 liters of <LOCATION>, still complaints of weakness/fatigue and hypotensive",7,General weakness,Cardiovascular,silver,
Snowmobile accident,802,Major trauma—blunt,Trauma,silver,
Sno-go accident,802,Major trauma—blunt,Trauma,silver,
Bleeding,151,Epistaxis,ENT - Nose,silver,
Pt tranfered from <LOCATION> for SBO. NG tube in R nare,251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
fv s/p diagnostic lap,865,Post-operative complications,General and Minor,rule,POST_OP
confirmed IUP with vaginal bleeding and reported SA,455,Vaginal bleed,OB/GYN,silver,
"atv accident. leg, <PERSON>, arm and rib pain. LOC",802,Major trauma—blunt,Trauma,silver,
Pt endorses UQ pain and vomiting x <DATE_TIME>,257,Nausea and/or vomiting,Gastrointestinal,silver,
BIB Lifemed from <LOCATION> for possible appy. Pt c/o right lower abdominal pain since <DATE_TIME> with n/v. Pt ambulated well to restroom and back. Mother with pt. Pain controlled at this time,251,Abdominal pain,Gastrointestinal,silver,
Sports physical,866,Minor complaints NOS,General and Minor,silver,
"Arrives via medevac with c/o SOB, weakness. Pt with hx CHF and is non-compliant with medications",999,Unknown,General and Minor,rule,CHF_UNKNOWN
no sleeping,354,Insomnia,Mental Health,silver,
right side abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
S/p lap appy,865,Post-operative complications,General and Minor,rule,POST_OP
having abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
other cause of Abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
pt with right <PERSON> pain earlier. <DATE_TIME> pain now at this time.,555,Lower extremity pain,Orthopedic,silver,
Ab pain follow up. Pt seen <DATE_TIME> for right side ab pain. pt denies pain <DATE_TIME>. pt and mother denies NVD.,251,Abdominal pain,Gastrointestinal,silver,
brought in by medevac. left leg injury.,557,Lower extremity injury,Orthopedic,silver,
musculoskeletal pain possible closed fracture,555,Lower extremity pain,Orthopedic,silver,
<DATE_TIME> male here for left lower lef injury I have <PERSON> here with me,557,Lower extremity injury,Orthopedic,silver,
Bilateral arm pain s/p motor vehicle accident,865,Post-operative complications,General and Minor,rule,POST_OP
"Pediatric trauma level 2 activation, <NRP> vehicle vs ATV. see trauma flowsheet",802,Major trauma—blunt,Trauma,silver,
"F/U RUE, LUE, RLE",556,Upper extremity injury,Orthopedic,silver,
"XR - F/U RUE, LUE, RLE per <PERSON>",556,Upper extremity injury,Orthopedic,silver,
FV: <LOCATION>,999,Unknown,General and Minor,silver,
"Fell off ATV, denies LOC, right arm injury.",556,Upper extremity injury,Orthopedic,silver,
"Sent from <LOCATION>, pt has break in <LOCATION> arm. stable, appears in pain, wearing a sling, splint applied , pt appears uncomfortable, pt going to take PO Apap 975 and IBU 400. last ate @ 4 am. Steady gait, A&OX4.",556,Upper extremity injury,Orthopedic,silver,
Follow up left wrist fracture,556,Upper extremity injury,Orthopedic,silver,
sore throat and fever,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
"R shoulder pain/swelling, R knee pain/swelling, closed head injury with LOC s/p ATV accident",865,Post-operative complications,General and Minor,rule,POST_OP
<PERSON> and follow up xray,999,Unknown,General and Minor,silver,
"passed out at home <DATE_TIME>, reports being very tired, not sleeping with new born. reports being very exhausted.",401,Altered level of consciousness,Neurologic,silver,
became unconscience and vomited. still altered level of conscience. now responding to questions,401,Altered level of consciousness,Neurologic,silver,
other cause of decreased lever or consciousness,401,Altered level of consciousness,Neurologic,silver,
"sore throat, very bad, can't eat or drink, barely can talk",106,Difficulty swallowing/dysphagia,ENT - Mouth/Throat/Neck,silver,
bilateral abscess in throat,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
"pt with c/o ""anxiety"", and feeling as if she ""isn't going to make it"". <PERSON> states her last drink was <DATE_TIME>, and she smoked marijuana. Pt is alert and oriented, but does report seeing ""snakes"".",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
R BBFA fracture,556,Upper extremity injury,Orthopedic,silver,
Right arm pain,554,Upper extremity pain,Orthopedic,silver,
Pt to <PERSON> with c/o post op color changes to fingers/hand. +CMS intact,865,Post-operative complications,General and Minor,rule,POST_OP
pt. is here for F/U for right forearm fracture,556,Upper extremity injury,Orthopedic,rule,FOREARM_FRACTURE
"sob, low sats in village",651,Shortness of breath,Respiratory,silver,
SOB in village,651,Shortness of breath,Respiratory,silver,
"having pain in upper and lower back started <DATE_TIME>, and had spotting of blood light color in liner, just a tinge on it",455,Vaginal bleed,OB/GYN,silver,
"Pre-term Labor,",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"alert looks uncomfrotable, laying on exam table and contracting every <DATE_TIME> now",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
spotting since <DATE_TIME>,455,Vaginal bleed,OB/GYN,silver,
Pt reports getting shot in the thigh,801,Major trauma—penetrating,Trauma,silver,
R leg pain s/p GSW,865,Post-operative complications,General and Minor,rule,POST_OP
"pt BIB Guardian for evaluation of GSW w/22. Femoral , pain worse <DATE_TIME>. pt being evaluated for compartment syndrome.",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"Pt reports <PERSON> to posterior right thigh, seen here for this. And now feeling less sensation and unable to bend leg. Bullet still in leg.",801,Major trauma—penetrating,Trauma,silver,
s/p gunshot wound R thigh,865,Post-operative complications,General and Minor,rule,POST_OP
Follow up GSW,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
recheck abd pain,251,Abdominal pain,Gastrointestinal,silver,
Authorized in from <LOCATION> for <DATE_TIME> abd pain with N/V and bleeding,251,Abdominal pain,Gastrointestinal,silver,
"BIB Air Fligt for RLQ pain, and N/V for <DATE_TIME>, pt is <DATE_TIME> pregnant. r/o ectopic/appy. has STD, 4L bolus LR, 1 dose of Flagyl, 1grof Rocephin, 750mg tylenol, 4mg and 2mg of morphine given in local hospital, <PERSON> in place. pt AOx4.",251,Abdominal pain,Gastrointestinal,silver,
ER follow up.,866,Minor complaints NOS,General and Minor,silver,
possible miscarriage,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
F/U SAB from ER,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"pt here with c/o lower abd pain , n/v x1 after eating sardines and crackers",251,Abdominal pain,Gastrointestinal,silver,
Pt BIB Medivac from <LOCATION> for hernia and possible surgery. Surgical admit. <PHONE_NUMBER> abdominal pain.,251,Abdominal pain,Gastrointestinal,silver,
FV - Ex Lap with small bowel resection,865,Post-operative complications,General and Minor,silver,
"f/u HTN; no c/o CP, occ SOB on home <DATE_TIME> now, no dizziness or palps, no edema in <LOCATION>",6,Hypertension,Cardiovascular,silver,
f/u abdominal,251,Abdominal pain,Gastrointestinal,silver,
"healing surgical incision below the umbilicus, warm to touch pt is afebrile, small amt of yeloow drainage, no foul odor, some redness at edges, concerned about infxn, bs in all quads",865,Post-operative complications,General and Minor,silver,
"sob with increased swelling, 85% on RA",651,Shortness of breath,Respiratory,silver,
"Arrives via guardian from <LOCATION> with report of increased WOB, generalized weakness, CHF",999,Unknown,General and Minor,rule,CHF_UNKNOWN
"Pt arrives via medevac with c/o Afib, Onset at <DATE_TIME>. Pt feels SOB and is tachypneic.",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
<PERSON> while on blood thinner,999,Unknown,General and Minor,silver,
"BIB LM for fall. pt was home when fell. Takes <PERSON>. Was c/o of HA. Presents <PERSON>, Appears comfortable. Breathing unlabored NAD noted",407,Head injury,Neurologic,silver,
"Ref: Medevac for fall, has UTI, should have f/u before returning to village Referred by: <PERSON>, <PERSON> A, <LOCATION>",307,UTI complaints,Genitourinary,silver,
FV <PERSON> (Medivac In) /Labs,999,Unknown,General and Minor,silver,
Fall at home,557,Lower extremity injury,Orthopedic,silver,
"<PERSON> episode, fall, left hip pain",555,Lower extremity pain,Orthopedic,silver,
<DATE_TIME> olf female fell and hurt her right hip (patient is at home ),555,Lower extremity pain,Orthopedic,silver,
Right hip injury- Possible closed fx or dislocation,557,Lower extremity injury,Orthopedic,silver,
"<DATE_TIME> female from <LOCATION> BIB Guardian. fell around 2100 <DATE_TIME> while attempting to use the bathroom, son found her on floor, was taken to hospital in <LOCATION>, dx R femoral head fx, was given morphine 4 mg at hosp and Fentanyl 75 mcg in route.",557,Lower extremity injury,Orthopedic,silver,
right hip pain after fall. brought in by medivac,555,Lower extremity pain,Orthopedic,silver,
"<DATE_TIME> female with SOB, in pain and no appitite",651,Shortness of breath,Respiratory,silver,
other caues of mild shortness of breath,651,Shortness of breath,Respiratory,silver,
"recheck, other cause of Shortness of breath",651,Shortness of breath,Respiratory,silver,
<DATE_TIME> female recheck for other cause of mild shortness of breath,651,Shortness of breath,Respiratory,silver,
recheck mild shortness of breath,651,Shortness of breath,Respiratory,silver,
87F recheck her SOB and tried to <PERSON> out <DATE_TIME>,651,Shortness of breath,Respiratory,silver,
87F recheck SOB and pain. She ate <DATE_TIME>. Couple bites caribou meat with seal oil and couple bites mush. Is having her water with the thickener.,651,Shortness of breath,Respiratory,silver,
recheck mild shortness of breath and pain,651,Shortness of breath,Respiratory,silver,
"87F recheck sob and pain. pain from her tailbone from laying. has 2 bed sores about the size of a penny but they put cbd salve on it and it close and got better a little.she never poop since <DATE_TIME>, wanted to wash hair and eat while I was there.",651,Shortness of breath,Respiratory,silver,
<DATE_TIME> female recheck lung sounds and pain-,651,Shortness of breath,Respiratory,silver,
Recheck lung sounds Pain Assessment,651,Shortness of breath,Respiratory,silver,
Right Arm injury S/P Fall on <DATE_TIME>,865,Post-operative complications,General and Minor,rule,POST_OP
pt BIB Guardian flight from <LOCATION>. Pt fell on <DATE_TIME> & dislocated her shoulder. Reduction attempted 3x at <LOCATION> w/o success. Pt has hx of dementia. Daughter at bedside.,556,Upper extremity injury,Orthopedic,silver,
f/v ABN EKG,863,Abnormal lab values,General and Minor,silver,
"BIB Guardian from <LOCATION> for NSTEMI. CP <DATE_TIME>, <DATE_TIME> started to have pain in neck and arms",3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
"chest pain, radiation down both arms, restless for <DATE_TIME> intermittantly",3,Chest pain—cardiac features,Cardiovascular,silver,
F/u PTCI,855,Direct referral for consultation,General and Minor,silver,
F/U Heart Surgery,865,Post-operative complications,General and Minor,silver,
"Authorized from <LOCATION>, sob/cough over <DATE_TIME>. Tested positive for covid <DATE_TIME>. hx copd/lung cancer",651,Shortness of breath,Respiratory,rule,COVID_RESPIRATORY
potential stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
BIB Lifemed from <LOCATION> for stoke symptoms. Last known well <DATE_TIME> at <DATE_TIME>. Pt w/ aphasia and right sided defecits.,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
ER fv visit,852,Fever,General and Minor,silver,
Pt using bathroom tonight & fell @2200. Pt denies hitting head. Unsure if LOC. Pt d/c'd from regional <DATE_TIME>. Stroke <DATE_TIME> per pt's family member. No deficits noted. Pt endorses marijuana use <DATE_TIME>. Pt on blood thinners. Pt denies pain. Resp e/u,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Medication refills,861,Prescription/medication request,General and Minor,silver,
pt had someone fall on him causing right abd pain.,806,Isolated abdominal trauma—blunt,Trauma,silver,
"minor chest injury lower right ribs minor to severe abd injury, possible bruised liver",806,Isolated abdominal trauma—blunt,Trauma,silver,
"pt is a police officer who got in a fight with intoxicated man he was arresting, during arrest pt fell hard on top of man and knocked the wind out of him. He called oncall because he has # 10 pain in the lower rib cage and it hurts to cough or move",804,Isolated chest trauma—blunt,Trauma,silver,
"<DATE_TIME> male here for recheck on <DATE_TIME> E R visit with chap and medivaced at the time for further evaluation, patient in village quarentine for <DATE_TIME> now because of travel to , <DATE_TIME> pain is at left side and feeling worst, pain, tookall meds.",866,Minor complaints NOS,General and Minor,silver,
musculoskeletal 10 other musculoskeletal problem,866,Minor complaints NOS,General and Minor,silver,
Lower Right Abdominal Pain- Possible Acute Abdomen,251,Abdominal pain,Gastrointestinal,silver,
"R abdomen pain- sharp and dull, almost radiance to right lower back. Started anout <DATE_TIME>. Stomach feels swollen. Took <PERSON> with antiacid around 10 than 2 gas-x's, mylanta. Pain's getting worse since started. Feels weak and hurts to talk, cough.",251,Abdominal pain,Gastrointestinal,silver,
I have nausea and no vomiting. I have right ided abdominal pain and it worsens with movement. I have bloating in my abdomen as well,251,Abdominal pain,Gastrointestinal,silver,
"Pt from <LOCATION>, pt flown in from <PERSON>. CT performed showed air in small bowel. Pt is here for consult with general surgery.",855,Direct referral for consultation,General and Minor,silver,
FV pneumatosis at the ileocolonic anastomosis,251,Abdominal pain,Gastrointestinal,rule,INTESTINAL_PNEUMATOSIS
"pt medivac'd in for <PERSON> deformity, + pulses and sensation distally, full rom of digits, brisk cap refill",802,Major trauma—blunt,Trauma,silver,
trouble breathing,651,Shortness of breath,Respiratory,silver,
"follow up after hospital dc'd for Pneumonia/COPD, pt denied any present complaints, no visible distress",855,Direct referral for consultation,General and Minor,silver,
"medevac for dizziness and generalized weakness, currently o Levaquin for UTI x <DATE_TIME>",402,Confusion,Neurologic,silver,
"Dizzy, n/v",403,Vertigo,Neurologic,silver,
"BIB guardian flt from <LOCATION>, persistant vertigo, vomiting new onset of diplopia. Sent to <LOCATION> for MRI. calm, compliant, reg. unlabored resp. calm, compliant.",403,Vertigo,Neurologic,silver,
"lower abdominal pain and back, with trouble pooping and R thigh pain for <DATE_TIME> now.",251,Abdominal pain,Gastrointestinal,silver,
"EMS states, ""She has had fatigue, chills and RLQ abdominal pain for <DATE_TIME> with pain that radiates to R leg. She has a history of liver problems. She was given <PERSON> for pain"". Patient states that she feels like <PERSON> is wearing off.",251,Abdominal pain,Gastrointestinal,silver,
"Patient has been having bone aches and body aches for <DATE_TIME>. was given a laxative <DATE_TIME> OTC. she pooped, went to bed, woke up in even more pain in belly.",251,Abdominal pain,Gastrointestinal,silver,
Other Digestive system problem,866,Minor complaints NOS,General and Minor,silver,
PPD,866,Minor complaints NOS,General and Minor,silver,
"<DATE_TIME> during text and conversation with daughter <DATE_TIME> patient appeared altered. <DATE_TIME> confused not acting herself, states just doesnt feel the same. FSBS 87",402,Confusion,Neurologic,silver,
"pt bib medevac from <LOCATION> for stroke, symptomts started <DATE_TIME> , pt had AMS, weakness, dysartheria. pt has hx parkinsons, tremor noted. pt A&0 x4 upon arrival",409,Extremity weakness/symptoms of CVA,Neurologic,rule,DYSARTHRIA_CVA
"FV AIH, Discharge 5-E <DATE_TIME>, last seen <DATE_TIME> Field Clinic",866,Minor complaints NOS,General and Minor,silver,
74yoF Ref for Eval s/p VA <DATE_TIME>. Pt sts VA OD seems more cloudy now. No gtts,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Establish care / stroke F/V,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
wellness exam,866,Minor complaints NOS,General and Minor,silver,
right knee swelling & pain,558,Joint(s) swelling,Orthopedic,silver,
right hip pain,555,Lower extremity pain,Orthopedic,silver,
"BIB Guardian Flight from <LOCATION> for right hip dislocation approx 2345 <DATE_TIME>. States pushed and fell down 3 flights of stairs while intoxicated. Denies LOC. C/o pain in lumbar spine, hx spondylosis. Denies other injury. Good pedal pulses, + numbness",802,Major trauma—blunt,Trauma,silver,
f/u orif right hip @ <DATE_TIME>,865,Post-operative complications,General and Minor,silver,
fever and mental status changes in the village this am.,852,Fever,General and Minor,silver,
BIB air COVID for <LOCATION>,851,Exposure to communicable disease,General and Minor,silver,
chest pain and stomach pain,251,Abdominal pain,Gastrointestinal,silver,
"<DATE_TIME> male with weakness, more to legs",7,General weakness,Cardiovascular,silver,
"right sided weakness, confusion, last seen WNL at bed time <DATE_TIME>",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"GLF; RIGHT FEMUR FX, see trauma flow sheet",557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
Fall,802,Major trauma—blunt,Trauma,silver,
"Had a seizure that lasted <DATE_TIME> at <DATE_TIME>. Has been disoriented and repeating same things. took <DATE_TIME> to get him from his house to the clinic due to disorientation, woudnt answer straight questions",402,Confusion,Neurologic,silver,
"Seizure, BIB Guardian flight, pt Hx Seizures. Wife states pt had seizure (witnessed) lasted <DATE_TIME>. resolved after <DATE_TIME>. Pt A&O x4, airway intact, ambulated steady gait.",405,Seizure,Neurologic,silver,
"BIB EMS from <LOCATION> for seizures and shortness of breath. Arrrives on <PERSON>. History of Afib, intermittently compliant with all meds.",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
Ref: post-discharge follow up,865,Post-operative complications,General and Minor,silver,
Card clearance knee surgery,855,Direct referral for consultation,General and Minor,silver,
FV from <DATE_TIME>,999,Unknown,General and Minor,silver,
"59 yo male here for recheck of covid, tested positive <DATE_TIME>",851,Exposure to communicable disease,General and Minor,rule,COVID_EXPOSURE
Recheck Confirmed Covid Patient,851,Exposure to communicable disease,General and Minor,rule,COVID_EXPOSURE
"COVID (+), SOB, decreased oxygen saturation, cough with sputum production",651,Shortness of breath,Respiratory,rule,COVID_RESPIRATORY
<PERSON> work and wound check,710,Wound check,Skin,silver,
recheck wound,710,Wound check,Skin,silver,
"CHF, SOB with exertion",999,Unknown,General and Minor,rule,CHF_UNKNOWN
swollen left hand,709,Localized swelling/redness,Skin,silver,
"BIB Guardian from <LOCATION>, commercial from <LOCATION> to <LOCATION>.",999,Unknown,General and Minor,silver,
Hospital discharge,865,Post-operative complications,General and Minor,silver,
"Brought from Q house for severe SOB beginning at 700 and worsening despite use of personal C-pap. Cardiac event <DATE_TIME> pta. Hx CHF. +3 pitting edema BLE. Denies CP. On arrival pt w marked increased WOB, 1 word sentences, clammy. Saturating 70% RA.",999,Unknown,General and Minor,rule,CHF_UNKNOWN
"CP @ 4am, rcvd asp. and nitro x1 at clinic, resolved, unremarkable EKG from EMS, VSS NAD on arrival.",3,Chest pain—cardiac features,Cardiovascular,silver,
88 y/o female came in unresponsive. family states pt was very weak at home,401,Altered level of consciousness,Neurologic,silver,
Low Blood Sugar,854,Hypoglycemia,General and Minor,silver,
pt brought in from <LOCATION>. unresponsive in clinic. pt was given dextrose and responded after second amp. pt wake and alert arriving to .,854,Hypoglycemia,General and Minor,silver,
"PT bib Guardian for respiratory distress. Pt agitated, confused, dyspneic requiring NRB.",651,Shortness of breath,Respiratory,silver,
pt transfer from <LOCATION> for NSTEMI. pt arrived via EMS. pt a/o and ambulatory upon arrival. pt denies pain at this time. pt has heparin and nitro paste upon arrival.,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
ER D/C,866,Minor complaints NOS,General and Minor,silver,
f/u NSTEMI.,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Follow Up Care for Back Pain,551,Back pain,Orthopedic,silver,
49 yo female here for a recheck of back pain after being authorized to <LOCATION> from a four wheeler crash,552,Traumatic back/spine injury,Orthopedic,silver,
"Chronic pain, chronic care. requesting med refill",861,Prescription/medication request,General and Minor,silver,
"Intentional drug overdose, propranolol",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
49 yo F here after taking 50 tablets of propranolol,752,Overdose ingestion,Substance Misuse,silver,
poisoning or overdose by mouh with drug or medicine,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
49 yo F here for recheck after getting taken off of clonazepam,753,Substance withdrawal,Substance Misuse,silver,
Panic Attack,352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
