text,cedis_code,cedis_complaint,domain,source,rule_applied
Unstable Angina,3,Chest pain—cardiac features,Cardiovascular,silver,
"Seizures, status ?stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
incarcerated inguial hernia,256,Groin pain/mass,Gastrointestinal,silver,
NSTEMI/SBO,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
ascending cholangitis,251,Abdominal pain,Gastrointestinal,rule,CHOLECYSTITIS
SOB bounding pulse,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"RLQ pain, fever, vomitting",251,Abdominal pain,Gastrointestinal,silver,
"G5P3 @ 40.4 woth PROM, no labor",457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
snowmobile MVA,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
L hip pain,555,Lower extremity pain,Orthopedic,silver,
"g3p1 @ 33 <DATE_TIME>, contractions",457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
L ankle fracture,557,Lower extremity injury,Orthopedic,silver,
"<PERSON>, hyperK",863,Abnormal lab values,General and Minor,silver,
Influenza,154,URTI complaints,ENT - Nose,silver,
distracted bladder,306,Urinary retention,Genitourinary,silver,
SOB nausea,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
altered mental status/post concussive syndrome,401,Altered level of consciousness,Neurologic,silver,
"chest pain, L facial droop",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Small bowel obstruction,251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
ongioedema,657,Allergic reaction,Respiratory,silver,
CP/SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
recurrent seizeure,405,Seizure,Neurologic,silver,
"Hip pain, trauma",557,Lower extremity injury,Orthopedic,silver,
Sever Metabolic Acidosis,863,Abnormal lab values,General and Minor,silver,
Possible COVID/SARS,653,Cough/congestion,Respiratory,rule,COVID
"ATV trauma, CP",802,Major trauma—blunt,Trauma,silver,
"OD, SI",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Stroke s/p + pa,865,Post-operative complications,General and Minor,rule,POST_OP
Contactions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
Apnea,652,Respiratory arrest,Respiratory,silver,
ruptured ectopic,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Small Bowel Obstruction,251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
"Vomiting, diarrhea, dehydration",7,General weakness,Cardiovascular,rule,DEHYDRATION
Snowmobile accident c/o right tib/fib fx,802,Major trauma—blunt,Trauma,silver,
"RLQ pain, fever, vomiting",251,Abdominal pain,Gastrointestinal,silver,
<DATE_TIME> preg,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Cp new onset RBBB,3,Chest pain—cardiac features,Cardiovascular,silver,
hypoglycemia,854,Hypoglycemia,General and Minor,silver,
pre-term labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
L prox tib/fib fx,557,Lower extremity injury,Orthopedic,silver,
"Fever, resp diff",651,Shortness of breath,Respiratory,silver,
ETOH,751,Substance misuse/intoxication,Substance Misuse,silver,
Preterm delivery at <DATE_TIME>,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
mandibular fracture,102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
Left sided seizure,405,Seizure,Neurologic,silver,
MVA with possible PTX,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
Non reassuring fetal surveillance at term,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
Laceration,704,Laceration/puncture,Skin,silver,
cephalgia,404,Headache,Neurologic,silver,
Dog bite R face/lips,701,Bite,Skin,silver,
self inflected laceratio depression,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Femur Fracture,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
R/o stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
abortion,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"Snowmachine accident, large wound",802,Major trauma—blunt,Trauma,silver,
"Hypoglycemia, failure to thrive",854,Hypoglycemia,General and Minor,silver,
Post Partum SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Difficulty breathing,651,Shortness of breath,Respiratory,silver,
weakness,7,General weakness,Cardiovascular,silver,
facial burn,705,Burn,Skin,silver,
L periprosthetic abcess,709,Localized swelling/redness,Skin,silver,
acute liver failure,261,Jaundice,Gastrointestinal,silver,
"COVID, SOB",653,Cough/congestion,Respiratory,rule,COVID
pregnant contractions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
R sided weakness,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Peritonsilar abcess,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
attempted hanging,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
schizophrenia,353,Hallucinations/delusions,Mental Health,silver,
SAB/Hemorrhage,455,Vaginal bleed,OB/GYN,silver,
PNA/<PERSON>,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
septic joint,558,Joint(s) swelling,Orthopedic,silver,
AE of COPD,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Hyperglycemia,853,Hyperglycemia,General and Minor,silver,
MVC Fx,802,Major trauma—blunt,Trauma,silver,
"complex tib fib fx, alcohol intoxication",751,Substance misuse/intoxication,Substance Misuse,silver,
sort tissue infection,711,Other skin conditions,Skin,silver,
dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
covid pneumonia,651,Shortness of breath,Respiratory,rule,COVID_PNEUMONIA
Unstabke cervical spine fracture,552,Traumatic back/spine injury,Orthopedic,silver,
fx,802,Major trauma—blunt,Trauma,silver,
Hypoxia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
S2 epilepsy,405,Seizure,Neurologic,silver,
pregnancy- bleeding,455,Vaginal bleed,OB/GYN,silver,
New LBBB,866,Minor complaints NOS,General and Minor,silver,
"Head injury, confusion",407,Head injury,Neurologic,silver,
bladder obstruction,306,Urinary retention,Genitourinary,silver,
HI + SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
ABD infection,251,Abdominal pain,Gastrointestinal,silver,
"Persistent vomiting, failure to thrive, possible small bowel obstruction",251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
Abdominal Pain/ Pregnancy,251,Abdominal pain,Gastrointestinal,silver,
Head Injury,407,Head injury,Neurologic,silver,
hypoxia altered mental,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
testicular pain (L),305,Scrotal pain and/or swelling,Genitourinary,silver,
intentional OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
bronchiolitis,154,URTI complaints,ENT - Nose,silver,
Finger injury,556,Upper extremity injury,Orthopedic,silver,
febrile seizure w COVID,653,Cough/congestion,Respiratory,rule,COVID
"overdose, hypoxia",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
volvulus,251,Abdominal pain,Gastrointestinal,silver,
right flank pain,301,Flank pain,Genitourinary,silver,
contractions R/O labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
SI with plan,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
fx R hip,552,Traumatic back/spine injury,Orthopedic,silver,
altered MS,401,Altered level of consciousness,Neurologic,silver,
Metformin OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
ASA overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Chest Pain/ Possible Caardiac,3,Chest pain—cardiac features,Cardiovascular,silver,
ATV Accident leg amputation,553,Amputation,Orthopedic,silver,
<PERSON> pain,866,Minor complaints NOS,General and Minor,silver,
GSW arm,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
undifferentiated chest pain/dyspnea,3,Chest pain—cardiac features,Cardiovascular,silver,
SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
1st trimester bleeding,457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
"SOB, Covid+",653,Cough/congestion,Respiratory,rule,COVID
<PERSON> ideation,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
attempted suicide,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
R femur fracture,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
acute chlecystitis,251,Abdominal pain,Gastrointestinal,silver,
infected human bite of left hand,701,Bite,Skin,silver,
possible urosepsis,307,UTI complaints,Genitourinary,silver,
"Fever, 8wk old",457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
"<PERSON>, hip pain from trauma",557,Lower extremity injury,Orthopedic,silver,
COVID,653,Cough/congestion,Respiratory,rule,COVID
high grade small bowel obstruction with cirrhosis of liver,251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
Abdominal pain/unable to void,251,Abdominal pain,Gastrointestinal,silver,
"Fall, unable to move",802,Major trauma—blunt,Trauma,silver,
Accidental ingestion of Lisinopril,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Painful vision loss,504,Visual disturbance,Ophthalmology,silver,
low back pain,551,Back pain,Orthopedic,silver,
R facial droop -stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Acute psychosis with SI,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
"unresponsive, accelerated HTN",401,Altered level of consciousness,Neurologic,silver,
"<LOCATION>, fever, cough",154,URTI complaints,ENT - Nose,silver,
suicide attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Dysorthria,409,Extremity weakness/symptoms of CVA,Neurologic,rule,DYSARTHRIA_CVA
Stage 4 Ulcer,457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
ABD trauma,806,Isolated abdominal trauma—blunt,Trauma,silver,
spontaneous abortion,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
intent for self harm,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
polytrauma,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
Hanging attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
"pregnant , bleeding",455,Vaginal bleed,OB/GYN,silver,
PTA,103,Sore throat,ENT - Mouth/Throat/Neck,silver,
Fever/Dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
RLQ pain - appendicitis,251,Abdominal pain,Gastrointestinal,silver,
"Alcohol intoxication, stab wound",801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
nausea,257,Nausea and/or vomiting,Gastrointestinal,silver,
PTA,107,Facial pain (non-traumatic/non-dental),ENT - Mouth/Throat/Neck,silver,
OD seizures,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Poss (R) hip fracture,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
"RLQ pain, hypotension",251,Abdominal pain,Gastrointestinal,silver,
acute pancreatitis with concern for choledocholithiasis,251,Abdominal pain,Gastrointestinal,rule,CHOLECYSTITIS
broken leg,557,Lower extremity injury,Orthopedic,silver,
<PERSON> forearm,556,Upper extremity injury,Orthopedic,silver,
Foot pain,555,Lower extremity pain,Orthopedic,silver,
GSW to face,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
renal failure,306,Urinary retention,Genitourinary,silver,
Stroke? R side,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Motor vehicle collision,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
Pregnant @ <DATE_TIME> with ROM,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Cardiac,3,Chest pain—cardiac features,Cardiovascular,silver,
Preterm Labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
chest pain,4,Chest pain—non-cardiac features,Cardiovascular,silver,
L Ankle injury,557,Lower extremity injury,Orthopedic,silver,
Intestinal pneumatosis,251,Abdominal pain,Gastrointestinal,rule,INTESTINAL_PNEUMATOSIS
seizures,405,Seizure,Neurologic,silver,
pROM,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Fall from stationary vehicle,802,Major trauma—blunt,Trauma,silver,
MUA - RT Hip,557,Lower extremity injury,Orthopedic,silver,
Assault Head injury,407,Head injury,Neurologic,silver,
Respiratory failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Threatened Miscarriage,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
hip pain,555,Lower extremity pain,Orthopedic,silver,
Incomplete abortion w/ hemorrage,455,Vaginal bleed,OB/GYN,silver,
<PERSON> injury R hand/Open fracture,556,Upper extremity injury,Orthopedic,silver,
"Fever,",852,Fever,General and Minor,silver,
Multiple Stab wounds,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"cocaine +, EKG changes",3,Chest pain—cardiac features,Cardiovascular,rule,COCAINE_CARDIAC
"suicidal, depressed",351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Stab wound,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
Early labor with history previous cesarean,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
"SBO, possible surgical ediology",251,Abdominal pain,Gastrointestinal,rule,BOWEL_OBSTRUCTION
Hypothermia,205,Hypothermia,Environmental,rule,HYPOTHERMIA
hemotomesis,259,Vomiting blood,Gastrointestinal,silver,
Active Labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
open left arm,556,Upper extremity injury,Orthopedic,silver,
Od,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"finger laceration , fracture",704,Laceration/puncture,Skin,silver,
foot pain,555,Lower extremity pain,Orthopedic,silver,
intra abd bleeding post MVC,802,Major trauma—blunt,Trauma,silver,
"Afib RVR, hypotensive",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
"ATV accident, Pelvic fracture",802,Major trauma—blunt,Trauma,silver,
CP Hypertensive,6,Hypertension,Cardiovascular,silver,
thiracic spinal fxs,552,Traumatic back/spine injury,Orthopedic,silver,
R hip fracture,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
Gastroenteritis,254,Diarrhea,Gastrointestinal,silver,
snowmachine trauma,802,Major trauma—blunt,Trauma,silver,
New on set CVA,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"S/P Fall, Arm Pain, Head Laceration",865,Post-operative complications,General and Minor,rule,POST_OP
18yoF <PERSON> at <DATE_TIME> <DATE_TIME> <DATE_TIME> with preterm labor,457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
"ABD Pain, N/V",251,Abdominal pain,Gastrointestinal,silver,
facial droop,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
suicidal,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
RUQ abd pain,251,Abdominal pain,Gastrointestinal,silver,
Pregnant @ <DATE_TIME> with contractions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
"<PERSON> pain, elevated BP",6,Hypertension,Cardiovascular,silver,
R shoulder dislocation,556,Upper extremity injury,Orthopedic,silver,
"hypothermia, cold injury",205,Hypothermia,Environmental,rule,HYPOTHERMIA
vertigo,403,Vertigo,Neurologic,silver,
eclapmsia,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
dyspnea,651,Shortness of breath,Respiratory,silver,
suicidality,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
SOB/Vent tachy,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Puncture wound,704,Laceration/puncture,Skin,silver,
L thigh hemotoma,716,Spontaneous bruising,Skin,silver,
SOB/ Leg Swell,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
BRBPR,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Intentional OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
fever in infant,852,Fever,General and Minor,silver,
"hypertension, generalized weakness, inability to walk, COVID positive",653,Cough/congestion,Respiratory,rule,COVID
"Snowmobile trauma, mandibular fracture",802,Major trauma—blunt,Trauma,silver,
Cellulitis,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
GI Bleed with hypotension,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
COVID +,653,Cough/congestion,Respiratory,rule,COVID
R ip fracture,557,Lower extremity injury,Orthopedic,silver,
trauma /liver,806,Isolated abdominal trauma—blunt,Trauma,silver,
R peritonsillar abscess,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
severe knee pain ®,555,Lower extremity pain,Orthopedic,silver,
vaginal bleeding,455,Vaginal bleed,OB/GYN,silver,
preeclampsia in pregnancy,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
hgb 5.7,457,"Pregnancy issues, <20 weeks",OB/GYN,rule,PREGNANCY_EARLY
L knee infection,709,Localized swelling/redness,Skin,silver,
"Hip pain, r/o fracture",555,Lower extremity pain,Orthopedic,silver,
"abdominal pain, pregnancy <DATE_TIME>",251,Abdominal pain,Gastrointestinal,silver,
suicidal gestures,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Hypoglycemia,854,Hypoglycemia,General and Minor,silver,
G7P4 at <DATE_TIME> ?PPROM,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
ha FEVER vomiting,852,Fever,General and Minor,silver,
Preg. LLQ Pain,251,Abdominal pain,Gastrointestinal,silver,
urosepsis,307,UTI complaints,Genitourinary,silver,
Preterm ROM,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
traumatic unstable fracture,802,Major trauma—blunt,Trauma,silver,
s/p heart transplant,865,Post-operative complications,General and Minor,rule,POST_OP
Miscarriage,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
resp failure,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
R hip fx? s/p ATV,865,Post-operative complications,General and Minor,rule,POST_OP
Left Femur Fracture,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
RU infection,154,URTI complaints,ENT - Nose,silver,
Acetaminophen overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"Hypotension, RLE weakness x2days",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
hip,555,Lower extremity pain,Orthopedic,silver,
"Fever, joint pain",852,Fever,General and Minor,silver,
low leg lacerations,704,Laceration/puncture,Skin,silver,
pulmonary embolism,3,Chest pain—cardiac features,Cardiovascular,silver,
DKA,853,Hyperglycemia,General and Minor,silver,
pneumatosis,251,Abdominal pain,Gastrointestinal,rule,INTESTINAL_PNEUMATOSIS
CP,4,Chest pain—non-cardiac features,Cardiovascular,silver,
NSTEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Appendicitis,251,Abdominal pain,Gastrointestinal,silver,
neurologic deficit,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
OD: Tranapol,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
rectal bleeding,260,Blood in stool/melena,Gastrointestinal,silver,
